record_id,date,city,country,region,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,pressure_hpa
1846,2025-02-15,Cape Town,South Africa,Africa,20.3,61.1,0.0,4.4,1013.1
1782,2025-03-13,Nairobi,Kenya,Africa,20.9,65.9,,18.4,1017.1
1395,2025-02-14,Buenos Aires,Argentina,South America,18.1,67.6,10.6,22.0,1021.1
419,2025-02-28,Beijing,China,Asia,17.2,47.4,4.5,,1019.2
1722,2025-01-12,Nairobi,Kenya,Africa,22.7,48.6,11.0,0.0,1008.4
2011,2025-01-31,Auckland,New Zealand,Oceania,12.6,83.1,1.3,8.4,1006.4
1592,2025-03-03,Cairo,Egypt,Africa,31.8,44.7,8.6,15.5,1010.7
540,2025-03-31,Mumbai,India,Asia,35.6,78.7,0.8,18.7,1021.0
588,2025-02-17,London,UK,Europe,17.6,73.2,2.1,5.2,1010.6
2013,2025-02-02,Auckland,New Zealand,Oceania,17.5,,7.5,25.7,1004.8
232,2025-02-21,Tokyo,Japan,Asia,21.6,54.5,13.0,20.9,1011.1
725,2025-01-05,Berlin,Germany,Europe,6.9,72.8,0.0,15.3,1024.4
1718,2025-01-08,Nairobi,Kenya,Africa,20.9,74.9,0.0,10.8,1011.7
402,2025-02-11,Beijing,China,Asia,16.2,45.0,0.0,19.0,1018.6
1819,2025-01-19,Cape Town,South Africa,Africa,20.0,62.2,0.0,22.7,1020.3
895,2025-03-26,Moscow,Russia,Europe,9.8,78.3,7.2,18.3,1018.1
144,2025-02-23,Chiang Mai,Thailand,Asia,33.0,65.9,5.6,12.8,1012.7
739,2025-01-19,Berlin,Germany,Europe,12.6,76.7,6.9,21.3,1018.2
539,2025-03-30,Mumbai,India,Asia,29.5,68.0,5.8,14.2,1015.0
181,2025-01-01,Tokyo,Japan,Asia,17.0,56.9,4.1,22.7,1014.1
1494,2025-02-23,Lima,Peru,South America,20.1,72.4,0.0,12.5,1016.7
390,2025-01-30,Beijing,China,Asia,14.1,48.0,1.9,21.8,1012.7
1546,2025-01-16,Cairo,Egypt,Africa,20.5,34.7,0.0,17.2,1014.0
810,2025-03-31,Berlin,Germany,Europe,13.0,75.6,13.3,14.4,1015.4
1040,2025-02-19,Los Angeles,USA,North America,20.0,63.2,0.0,9.9,1018.6
26,2025-01-26,Bangkok,Thailand,Asia,37.2,67.1,5.7,15.6,1010.0
204,2025-01-24,Tokyo,Japan,Asia,18.1,54.8,2.1,13.1,1015.5
911,2025-01-11,New York,USA,North America,17.2,68.7,6.5,9.2,1012.5
777,2025-02-26,Berlin,Germany,Europe,14.1,71.4,0.0,9.7,1012.6
922,2025-01-22,New York,USA,North America,13.8,59.2,5.0,19.1,1008.0
646,2025-01-16,Paris,France,Europe,10.6,65.2,8.0,19.7,1012.8
192,2025-01-12,Tokyo,Japan,Asia,19.6,62.7,5.8,18.4,1015.7
352,2025-03-23,Singapore,Singapore,Asia,35.4,78.9,12.8,24.7,1020.9
665,2025-02-04,Paris,France,Europe,14.8,64.8,0.0,16.5,1019.6
108,2025-01-18,Chiang Mai,Thailand,Asia,28.3,58.1,3.5,21.0,1009.5
1036,2025-02-15,Los Angeles,USA,North America,25.4,44.6,0.0,14.3,1013.1
1418,2025-03-09,Buenos Aires,Argentina,South America,16.4,69.1,0.0,15.3,1018.2
1659,2025-02-08,Lagos,Nigeria,Africa,29.3,99.7,10.2,28.1,1018.3
1679,2025-02-28,Lagos,Nigeria,Africa,31.4,81.1,13.3,12.9,1008.0
1445,2025-01-05,Lima,Peru,South America,22.1,56.8,0.2,33.7,1012.9
822,2025-01-12,Moscow,Russia,Europe,6.4,65.6,7.4,13.8,1014.4
1207,2025-02-06,Toronto,Canada,North America,7.3,61.6,5.0,9.7,1004.4
1355,2025-01-05,Buenos Aires,Argentina,South America,18.3,68.3,0.0,8.0,1006.4
1074,2025-03-25,Los Angeles,USA,North America,18.2,65.9,0.0,12.1,1022.5
2056,2025-03-17,Auckland,New Zealand,Oceania,20.3,78.9,5.6,15.8,1020.1
1663,2025-02-12,Lagos,Nigeria,Africa,27.4,100.0,8.0,9.9,1018.2
1878,2025-03-19,Cape Town,South Africa,Africa,21.8,58.6,9.0,,1017.9
1087,2025-01-07,Mexico City,Mexico,North America,15.8,53.1,3.4,12.9,1017.1
789,2025-03-10,Berlin,GERMANY,Europe,14.7,79.8,0.0,0.7,1010.5
1983,2025-01-03,Auckland,New Zealand,Oceania,15.8,85.7,1.1,19.8,1016.9
1114,2025-02-03,Mexico City,Mexico,North America,20.9,66.7,,16.6,1007.0
1893,2025-01-03,Sydney,Australia,Oceania,19.2,64.7,2.6,,1016.2
1428,2025-03-19,Buenos Aires,Argentina,South America,23.2,62.8,0.6,11.8,1021.1
1895,2025-01-05,Sydney,Australia,Oceania,19.4,77.6,0.0,12.0,1000.2
2055,2025-03-16,Auckland,New Zealand,Oceania,17.9,74.9,11.9,20.6,1008.4
1593,2025-03-04,Cairo,Egypt,Africa,25.0,58.1,0.0,19.4,1009.6
15,2025-01-15,Bangkok,Thailand,Asia,31.9,87.3,7.9,24.4,997.3
1313,2025-02-22,Sao Paulo,Brazil,South America,22.4,82.8,4.2,23.8,1012.9
620,2025-03-21,London,UK,Europe,18.1,86.3,5.3,14.2,1016.5
542,2025-01-02,London,UK,Europe,13.8,79.2,3.1,12.9,1022.4
113,2025-01-23,Chiang Mai,Thailand,Asia,29.3,81.6,,13.0,1020.2
1591,2025-03-02,Cairo,Egypt,Africa,22.9,52.8,0.0,6.7,1021.1
393,2025-02-02,Beijing,China,Asia,15.0,47.3,4.1,18.9,1016.3
1283,2025-01-23,Sao Paulo,Brazil,South America,22.6,71.2,0.0,17.0,1015.2
1438,2025-03-29,Buenos Aires,Argentina,South America,23.7,51.5,11.5,13.3,1000.8
279,2025-01-09,Singapore,Singapore,Asia,29.8,74.6,17.1,15.8,1010.8
1440,2025-03-31,Buenos Aires,Argentina,South America,22.7,71.6,2.6,25.7,1004.1
1249,2025-03-20,Toronto,Canada,North America,12.4,57.5,8.3,20.6,1009.4
1979,2025-03-30,Sydney,Australia,Oceania,25.1,72.3,1.5,13.7,1012.2
391,2025-01-31,Beijing,China,Asia,10.6,55.1,0.0,11.1,1009.4
31,2025-01-31,Bangkok,Thailand,Asia,32.7,77.8,5.3,16.4,1014.8
619,2025-03-20,London,UK,Europe,10.4,84.1,2.6,,1007.8
1206,2025-02-05,Toronto,Canada,North America,11.6,73.6,0.0,3.2,1009.5
829,2025-01-19,Moscow,Russia,Europe,7.8,81.1,3.5,16.9,1003.9
1574,2025-02-13,Cairo,Egypt,Africa,23.2,51.9,3.2,8.1,1017.4
1396,2025-02-15,Buenos Aires,Argentina,South America,20.9,70.6,7.0,24.4,1001.3
1995,2025-01-15,Auckland,New Zealand,Oceania,13.7,83.6,7.4,18.6,1022.1
1477,2025-02-06,Lima,Peru,South America,23.7,78.2,0.0,10.2,1011.5
1490,2025-02-19,Lima,Peru,South America,25.8,81.2,0.0,22.4,1011.5
159,2025-03-10,Chiang Mai,Thailand,Asia,31.8,66.7,6.1,7.3,1006.5
1099,2025-01-19,Mexico City,Mexico,North America,17.3,66.2,1.5,27.5,1015.6
873,2025-03-04,Moscow,Russia,Europe,9.3,61.4,3.1,22.2,1009.4
1436,2025-03-27,Buenos Aires,Argentina,South America,22.9,77.5,0.0,12.5,1008.7
1082,2025-01-02,Mexico City,Mexico,North America,17.2,45.7,7.6,13.8,1019.7
4,2025-01-04,Bangkok,Thailand,Asia,28.9,66.9,9.3,9.6,1004.5
120,2025-01-30,Chiang Mai,Thailand,Asia,27.7,62.8,,12.3,1015.3
1078,2025-03-29,Los Angeles,USA,North America,22.1,65.8,0.0,7.0,999.9
342,2025-03-13,Singapore,Singapore,Asia,31.2,85.4,16.6,14.2,1007.2
1236,2025-03-07,Toronto,Canada,North America,12.0,63.7,0.0,24.5,1018.3
432,2025-03-13,Beijing,China,Asia,15.2,42.0,,22.7,1016.3
1035,2025-02-14,Los Angeles,USA,North America,21.6,44.8,0.0,9.0,1016.3
1047,2025-02-26,Los Angeles,USA,North America,25.8,59.0,0.0,13.5,1014.8
1622,2025-01-02,Lagos,Nigeria,Africa,22.2,81.7,10.3,21.6,1015.5
1768,2025-02-27,Nairobi,Kenya,Africa,22.3,55.6,0.0,23.5,1016.6
1214,2025-02-13,Toronto,Canada,North America,11.1,58.3,7.4,20.2,1010.0
75,2025-03-16,Bangkok,Thailand,Asia,33.9,79.0,13.8,20.8,1025.9
183,2025-01-03,Tokyo,Japan,Asia,15.4,61.8,5.0,24.5,1012.4
944,2025-02-13,New York,USA,North America,15.7,81.1,7.7,19.3,1013.7
43,2025-02-12,Bangkok,Thailand,Asia,34.1,84.1,11.8,18.9,1011.1
343,2025-03-14,Singapore,Singapore,Asia,34.6,79.0,0.3,20.1,
1666,2025-02-15,Lagos,Nigeria,Africa,34.0,80.7,6.0,15.3,1012.3
807,2025-03-28,Berlin,Germany,Europe,16.1,58.7,0.0,0.0,1008.1
1943,2025-02-22,Sydney,Australia,Oceania,18.5,70.4,0.0,,
1805,2025-01-05,Cape Town,South Africa,Africa,17.8,77.9,0.0,20.3,1013.3
267,2025-03-28,Tokyo,Japan,Asia,,69.8,3.1,23.9,1013.9
1552,2025-01-22,Cairo,Egypt,Africa,24.8,37.4,9.3,6.6,1005.2
125,2025-02-04,Chiang Mai,Thailand,Asia,27.3,68.8,12.5,23.1,1022.6
2015,2025-02-04,Auckland,New Zealand,Oceania,16.2,69.1,8.0,17.8,1018.5
603,2025-03-04,London,UK,Europe,14.3,88.6,0.0,6.6,1009.5
283,2025-01-13,Singapore,Singapore,Asia,32.2,84.4,10.8,28.0,1009.1
1731,2025-01-21,Nairobi,Kenya,Africa,17.7,64.5,6.3,14.2,1017.7
897,2025-03-28,Moscow,Russia,Europe,6.0,70.3,0.0,18.3,1012.8
268,2025-03-29,Tokyo,Japan,Asia,19.2,55.1,2.8,12.7,1014.0
1379,2025-01-29,Buenos Aires,Argentina,South America,22.4,96.2,0.0,17.7,1008.8
1239,2025-03-10,Toronto,Canada,North America,15.4,56.4,0.3,20.7,996.7
1224,2025-02-23,Toronto,CANADA,North America,9.6,71.6,0.0,18.3,1010.9
694,2025-03-05,Paris,France,Europe,12.2,68.7,3.5,12.3,1011.7
1516,2025-03-17,Lima,Peru,South America,19.4,57.8,0.9,11.6,1004.4
1042,2025-02-21,Los Angeles,USA,North America,23.2,64.3,0.0,8.8,1013.4
1198,2025-01-28,Toronto,Canada,North America,9.4,58.6,3.2,17.6,1010.6
1684,2025-03-05,Lagos,Nigeria,Africa,31.3,,7.4,,1009.9
1031,2025-02-10,Los Angeles,USA,North America,26.3,48.2,3.1,11.8,1007.8
1808,2025-01-08,Cape Town,South Africa,Africa,18.5,65.3,7.4,19.6,1013.0
1981,2025-01-01,Auckland,New Zealand,Oceania,17.4,,0.0,14.8,1018.8
1225,2025-02-24,Toronto,Canada,North America,12.0,66.2,0.0,16.3,1022.2
1712,2025-01-02,Nairobi,Kenya,Africa,19.6,57.2,12.6,14.4,1020.0
384,2025-01-24,Beijing,China,Asia,13.2,38.7,0.0,14.0,1010.2
597,2025-02-26,London,UK,Europe,15.0,88.2,5.9,16.7,1003.1
1773,2025-03-04,Nairobi,Kenya,Africa,23.3,61.1,2.3,5.1,1015.8
392,2025-02-01,Beijing,China,Asia,18.5,27.9,14.6,21.3,1014.3
1914,2025-01-24,Sydney,Australia,Oceania,19.9,57.1,5.1,27.9,1010.7
58,2025-02-27,Bangkok,Thailand,Asia,28.5,73.8,10.4,16.7,1009.3
435,2025-03-16,Beijing,China,Asia,19.3,44.4,0.7,15.9,1008.0
1551,2025-01-21,Cairo,Egypt,Africa,24.5,47.5,3.2,10.7,1013.3
1566,2025-02-05,Cairo,Egypt,Africa,28.2,44.5,0.0,16.1,1006.1
1673,2025-02-22,Lagos,Nigeria,Africa,31.8,84.1,1.7,12.4,1018.3
473,2025-01-23,Mumbai,India,Asia,27.0,59.2,0.0,21.7,1009.2
563,2025-01-23,London,UK,Europe,12.3,72.9,10.0,13.1,1024.0
1278,2025-01-18,Sao Paulo,Brazil,South America,24.4,71.8,0.0,20.1,1017.5
1124,2025-02-13,Mexico City,Mexico,North America,13.4,56.7,1.7,17.3,1012.1
117,2025-01-27,Chiang Mai,Thailand,Asia,29.6,61.7,7.5,28.6,1014.1
899,2025-03-30,Moscow,Russia,Europe,10.0,60.3,0.0,12.2,1018.1
582,2025-02-11,London,UK,Europe,15.5,74.7,0.0,12.3,1020.5
1992,2025-01-12,Auckland,New Zealand,Oceania,17.6,81.1,0.0,18.9,1015.6
672,2025-02-11,Paris,France,Europe,14.2,72.6,0.0,17.7,1007.1
82,2025-03-23,Bangkok,Thailand,Asia,35.5,66.5,7.4,15.7,1016.1
1709,2025-03-30,Lagos,Nigeria,Africa,30.2,71.1,4.3,14.9,1013.4
1499,2025-02-28,Lima,Peru,South America,21.7,68.8,0.0,15.0,1006.6
1161,2025-03-22,Mexico City,Mexico,North America,21.7,56.1,1.4,25.9,1020.1
1657,2025-02-06,Lagos,Nigeria,Africa,28.6,93.0,10.2,0.0,1007.0
1934,2025-02-13,Sydney,Australia,Oceania,23.9,64.1,1.5,9.5,1014.6
698,2025-03-09,Paris,France,Europe,14.4,84.2,5.7,9.5,1003.4
1441,2025-01-01,Lima,Peru,South America,19.4,75.5,4.3,9.9,1002.5
397,2025-02-06,Beijing,China,Asia,12.9,34.0,0.0,20.2,1018.7
1801,2025-01-01,Cape Town,South Africa,Africa,19.0,73.6,4.0,3.3,1012.1
1901,2025-01-11,Sydney,Australia,Oceania,18.1,75.6,3.7,8.9,1024.1
19,2025-01-19,Bangkok,Thailand,Asia,31.5,82.7,5.2,13.0,1010.6
1071,2025-03-22,Los Angeles,USA,North America,23.5,58.0,1.7,22.0,1009.8
437,2025-03-18,Beijing,China,Asia,16.4,42.1,1.3,23.2,999.7
272,2025-01-02,Singapore,Singapore,Asia,21.7,75.6,10.6,6.1,1014.1
1721,2025-01-11,Nairobi,Kenya,Africa,18.8,53.9,14.3,17.5,1016.7
145,2025-02-24,Chiang Mai,Thailand,Asia,31.0,51.3,0.0,19.5,1014.0
1823,2025-01-23,Cape Town,South Africa,Africa,23.2,69.3,6.2,13.1,1013.1
1132,2025-02-21,Mexico City,Mexico,North America,18.1,66.1,2.8,23.3,1009.0
1330,2025-03-11,Sao Paulo,Brazil,South America,28.2,76.4,1.3,21.6,1014.2
1703,2025-03-24,Lagos,Nigeria,Africa,31.0,86.7,8.0,17.9,1010.4
660,2025-01-30,Paris,France,Europe,11.3,85.4,0.0,8.1,1019.8
1050,2025-03-01,Los Angeles,USA,North America,21.4,50.2,0.0,19.9,1015.5
802,2025-03-23,Berlin,Germany,Europe,15.4,48.4,0.0,12.1,1016.8
1897,2025-01-07,Sydney,Australia,Oceania,19.9,61.5,0.0,16.7,1004.0
2007,2025-01-27,Auckland,New Zealand,Oceania,18.9,85.6,6.0,11.8,1001.1
1403,2025-02-22,Buenos Aires,Argentina,South America,21.9,68.3,,19.4,1011.1
1171,2025-01-01,Toronto,Canada,North America,9.7,61.2,5.4,9.1,1004.7
737,2025-01-17,Berlin,Germany,Europe,8.4,66.9,2.7,22.4,1016.6
178,2025-03-29,Chiang Mai,Thailand,Asia,35.6,69.7,3.6,18.5,1019.7
853,2025-02-12,Moscow,Russia,Europe,10.2,65.7,5.0,13.2,1012.6
663,2025-02-02,Paris,France,Europe,11.2,75.6,11.3,8.9,1010.8
896,2025-03-27,Moscow,Russia,Europe,,64.3,5.0,6.6,1019.3
238,2025-02-27,Tokyo,Japan,Asia,21.7,52.1,3.1,18.3,1007.2
1737,2025-01-27,Nairobi,Kenya,Africa,18.0,60.8,0.0,20.0,1018.2
1610,2025-03-21,Cairo,Egypt,Africa,28.9,40.0,0.0,,1013.5
286,2025-01-16,Singapore,Singapore,Asia,-88.0,96.4,4.6,13.7,1011.3
1317,2025-02-26,Sao Paulo,Brazil,South America,22.6,74.0,3.9,5.7,1022.6
29,2025-01-29,Bangkok,Thailand,Asia,32.5,85.5,1.6,16.1,1014.6
584,2025-02-13,London,UK,Europe,18.4,76.6,5.7,15.6,1020.8
1562,2025-02-01,Cairo,Egypt,Africa,23.7,48.4,6.9,24.8,1001.5
1147,2025-03-08,Mexico City,Mexico,North America,20.3,58.3,7.1,13.9,1009.6
764,2025-02-13,Berlin,Germany,Europe,8.3,66.9,1.5,12.6,1005.9
581,2025-02-10,London,UK,Europe,13.5,74.6,0.7,17.0,1003.9
62,2025-03-03,Bangkok,Thailand,Asia,33.8,85.2,5.6,18.3,
839,2025-01-29,Moscow,Russia,Europe,7.9,70.1,7.1,0.4,998.7
644,2025-01-14,Paris,France,Europe,17.4,58.7,0.9,10.6,1017.3
1535,2025-01-05,Cairo,Egypt,Africa,25.2,28.9,1.3,13.3,1008.0
1144,2025-03-05,Mexico City,Mexico,North America,19.5,61.6,2.0,18.3,1001.6
333,2025-03-04,Singapore,Singapore,Asia,34.8,79.1,0.5,11.4,1020.8
1392,2025-02-11,Buenos Aires,Argentina,South America,16.3,68.8,10.2,31.0,1013.6
1079,2025-03-30,Los Angeles,USA,North America,20.2,56.3,1.4,15.9,1004.5
1908,2025-01-18,Sydney,Australia,Oceania,18.1,58.6,7.1,7.3,1011.2
520,2025-03-11,Mumbai,India,Asia,26.1,65.1,6.8,22.2,1010.0
571,2025-01-31,London,UK,Europe,11.7,84.7,0.0,16.3,1020.3
781,2025-03-02,Berlin,Germany,Europe,12.1,69.0,8.7,9.3,1022.7
1374,2025-01-24,Buenos Aires,Argentina,South America,22.2,76.8,0.0,11.8,1005.1
997,2025-01-07,Los Angeles,USA,North America,15.5,62.1,2.1,14.1,1016.4
1954,2025-03-05,Sydney,Australia,Oceania,20.8,72.5,3.3,19.2,1002.4
1998,2025-01-18,Auckland,New Zealand,Oceania,15.2,75.0,0.0,9.1,
1498,2025-02-27,Lima,Peru,South America,20.8,84.8,2.8,16.5,1017.9
1237,2025-03-08,Toronto,Canada,North America,15.1,62.6,0.0,26.7,1012.6
767,2025-02-16,Berlin,Germany,Europe,12.4,65.8,6.1,6.5,1007.2
742,2025-01-22,Berlin,Germany,Europe,12.2,65.8,7.4,17.5,1013.2
668,2025-02-07,Paris,France,Europe,11.1,61.1,2.4,18.0,1023.8
488,2025-02-07,Mumbai,India,Asia,29.5,68.9,9.3,12.4,1003.4
1713,2025-01-03,Nairobi,Kenya,Africa,18.2,65.7,7.7,16.3,998.9
1597,2025-03-08,Cairo,Egypt,Africa,24.3,41.0,0.0,26.3,1014.4
2035,2025-02-24,Auckland,New Zealand,Oceania,22.7,85.3,6.6,17.1,1009.0
973,2025-03-14,New York,USA,North America,15.6,55.4,0.3,6.9,1012.5
1088,2025-01-08,Mexico City,Mexico,North America,16.0,57.5,7.7,17.1,1012.6
1133,2025-02-22,Mexico City,Mexico,North America,20.0,50.6,3.0,6.1,1010.1
1557,2025-01-27,Cairo,Egypt,Africa,23.8,53.1,0.4,30.6,1014.2
1949,2025-02-28,Sydney,Australia,Oceania,19.4,55.7,0.0,16.1,1016.4
223,2025-02-12,Tokyo,Japan,Asia,18.2,61.7,,18.0,1013.9
1215,2025-02-14,Toronto,Canada,North America,13.2,52.9,3.7,17.7,1023.2
173,2025-03-24,Chiang Mai,Thailand,Asia,31.5,52.9,11.2,25.8,1009.3
1653,2025-02-02,Lagos,Nigeria,Africa,27.9,95.7,6.2,14.5,999.7
1978,2025-03-29,Sydney,Australia,Oceania,19.3,63.9,1.7,16.5,1006.3
1284,2025-01-24,Sao Paulo,Brazil,South America,19.9,61.7,10.9,17.9,1011.6
559,2025-01-19,London,UK,Europe,13.8,73.5,1.3,9.4,1012.8
462,2025-01-12,Mumbai,India,Asia,36.6,74.9,5.3,18.2,1018.3
1629,2025-01-09,Lagos,Nigeria,Africa,26.0,76.1,1.2,12.2,1019.5
1043,2025-02-22,Los Angeles,USA,North America,21.4,46.4,0.3,17.4,1015.2
1363,2025-01-13,Buenos Aires,Argentina,South America,20.0,,0.0,2.4,1004.5
981,2025-03-22,New York,USA,North America,16.0,53.9,0.0,12.8,1016.9
821,2025-01-11,Moscow,Russia,Europe,2.0,61.8,7.4,,1012.6
952,2025-02-21,New York,USA,North America,16.9,,8.1,11.0,1017.3
682,2025-02-21,Paris,France,Europe,8.8,77.5,3.5,13.7,1025.3
1621,2025-01-01,Lagos,Nigeria,Africa,21.1,76.6,5.1,3.8,1006.1
492,2025-02-11,Mumbai,India,Asia,34.4,65.4,7.0,18.0,1015.8
606,2025-03-07,London,UK,Europe,13.7,79.5,4.8,11.9,1013.2
124,2025-02-03,Chiang Mai,Thailand,Asia,29.5,65.9,7.9,17.9,1014.3
641,2025-01-11,Paris,France,Europe,13.2,75.4,3.9,22.7,1007.3
1734,2025-01-24,Nairobi,Kenya,Africa,22.8,52.1,1.3,17.3,1017.8
250,2025-03-11,Tokyo,Japan,Asia,16.7,60.3,0.9,16.4,1003.7
1877,2025-03-18,Cape Town,South Africa,Africa,20.9,56.5,0.0,9.0,1008.7
1826,2025-01-26,Cape Town,South Africa,Africa,18.9,69.6,0.0,18.4,1019.0
562,2025-01-22,London,UK,Europe,8.0,77.4,0.0,20.5,1009.7
1514,2025-03-15,Lima,Peru,South America,18.5,72.1,0.0,22.1,1009.5
107,2025-01-17,Chiang Mai,Thailand,Asia,29.8,51.7,4.7,7.7,1009.1
2028,2025-02-17,Auckland,New Zealand,Oceania,16.8,68.5,0.0,21.1,1005.2
705,2025-03-16,Paris,France,Europe,17.1,52.1,0.0,24.8,1009.5
882,2025-03-13,Moscow,Russia,Europe,10.9,67.1,0.5,18.2,1018.3
1631,2025-01-11,Lagos,Nigeria,Africa,28.9,77.6,5.0,5.9,1018.6
1804,2025-01-04,Cape Town,South Africa,Africa,14.8,51.4,0.0,13.8,1017.0
155,2025-03-06,Chiang Mai,Thailand,Asia,32.4,60.5,7.5,20.8,1016.7
1745,2025-02-04,Nairobi,Kenya,Africa,20.5,61.5,5.1,16.9,1012.2
1007,2025-01-17,Los Angeles,USA,North America,16.1,65.0,3.9,18.2,1017.3
1111,2025-01-31,Mexico City,Mexico,North America,16.6,61.3,,18.8,1012.6
675,2025-02-14,Paris,France,Europe,14.6,62.4,8.8,25.8,1002.9
1594,2025-03-05,Cairo,Egypt,Africa,25.4,53.2,0.0,12.6,1019.8
871,2025-03-02,Moscow,Russia,Europe,3.4,68.4,1.0,5.0,1015.4
311,2025-02-10,Singapore,Singapore,Asia,30.3,78.4,5.5,10.0,1011.6
1342,2025-03-23,Sao Paulo,Brazil,South America,21.0,68.7,5.1,23.8,1011.3
1231,2025-03-02,Toronto,Canada,North America,17.2,57.9,0.0,9.8,1017.3
850,2025-02-09,Moscow,Russia,Europe,3.7,69.3,10.8,18.0,1012.7
128,2025-02-07,Chiang Mai,Thailand,Asia,25.3,71.6,5.3,7.3,1005.2
712,2025-03-23,Paris,France,Europe,15.9,77.1,3.5,14.3,1005.2
2058,2025-03-19,Auckland,New Zealand,Oceania,19.7,77.3,4.0,11.5,1008.5
1853,2025-02-22,Cape Town,South Africa,Africa,15.3,76.9,4.4,10.4,1007.4
1213,2025-02-12,Toronto,Canada,North America,11.8,70.8,1.5,29.3,1014.1
631,2025-01-01,Paris,France,Europe,14.2,69.0,0.0,12.8,1006.8
759,2025-02-08,Berlin,Germany,Europe,14.0,66.7,3.0,13.6,1013.0
1348,2025-03-29,Sao Paulo,Brazil,South America,25.3,78.5,,32.6,1006.8
44,2025-02-13,Bangkok,Thailand,Asia,34.6,68.8,7.1,12.1,
457,2025-01-07,Mumbai,India,Asia,24.2,64.6,10.8,9.1,1010.2
1422,2025-03-13,Buenos Aires,Argentina,South America,20.8,52.5,2.4,0.8,1015.1
811,2025-01-01,Moscow,Russia,Europe,3.2,69.5,3.8,16.2,1006.9
1149,2025-03-10,Mexico City,Mexico,North America,21.6,50.1,3.1,6.2,1002.4
1357,2025-01-07,Buenos Aires,Argentina,South America,21.5,68.1,3.2,13.4,1017.1
202,2025-01-22,Tokyo,Japan,Asia,18.5,67.2,6.5,21.3,1009.8
1606,2025-03-17,Cairo,Egypt,Africa,26.5,35.9,0.2,5.2,1013.5
1733,2025-01-23,Nairobi,Kenya,Africa,26.3,48.8,7.2,25.0,1011.1
1831,2025-01-31,Cape Town,South Africa,Africa,20.7,66.9,6.0,18.5,1011.2
954,2025-02-23,New York,USA,North America,16.8,52.5,2.0,21.2,1017.8
2004,2025-01-24,Auckland,New Zealand,Oceania,16.7,69.4,5.8,10.7,1023.8
1896,2025-01-06,Sydney,Australia,Oceania,18.5,67.2,9.4,15.7,1019.3
1786,2025-03-17,Nairobi,Kenya,Africa,24.5,49.2,2.8,9.0,1013.8
971,2025-03-12,New York,USA,North America,10.2,82.4,,15.9,1020.1
719,2025-03-30,Paris,France,Europe,18.7,76.8,12.2,6.1,1020.6
1053,2025-03-04,Los Angeles,USA,North America,24.7,,2.1,17.5,1020.1
1376,2025-01-26,Buenos Aires,Argentina,South America,17.5,72.4,0.1,13.2,1003.2
366,2025-01-06,Beijing,China,Asia,14.5,36.3,7.6,14.4,1013.1
962,2025-03-03,New York,USA,North America,12.5,56.1,5.6,23.6,1010.5
1598,2025-03-09,Cairo,Egypt,Africa,24.6,46.8,0.0,16.9,1016.5
1746,2025-02-05,Nairobi,Kenya,Africa,20.4,85.3,7.6,17.5,1011.6
1015,2025-01-25,Los Angeles,USA,North America,16.7,53.2,3.4,5.7,1014.2
933,2025-02-02,New York,USA,North America,18.9,59.7,0.7,12.2,1017.3
127,2025-02-06,Chiang Mai,Thailand,Asia,25.1,77.2,4.4,12.4,1006.9
1385,2025-02-04,Buenos Aires,Argentina,South America,20.9,63.0,4.7,10.7,1000.8
1678,2025-02-27,Lagos,Nigeria,Africa,26.7,95.0,8.5,11.5,1005.5
575,2025-02-04,London,UK,Europe,11.7,81.7,0.0,11.5,1012.8
1806,2025-01-06,Cape Town,South Africa,Africa,19.1,61.5,6.3,16.8,1008.9
1402,2025-02-21,Buenos Aires,Argentina,South America,23.1,80.9,8.4,23.1,1021.7
1777,2025-03-08,Nairobi,Kenya,Africa,17.3,57.0,7.9,12.7,1023.4
483,2025-02-02,Mumbai,India,Asia,32.2,82.3,1.5,9.5,1019.1
547,2025-01-07,London,UK,Europe,14.6,91.5,5.3,9.7,1024.9
779,2025-02-28,Berlin,Germany,Europe,15.1,,0.0,3.6,1010.6
1600,2025-03-11,Cairo,Egypt,Africa,32.3,47.6,0.0,24.9,1025.5
235,2025-02-24,Tokyo,Japan,Asia,21.1,62.2,4.4,14.6,1008.5
1291,2025-01-31,Sao Paulo,Brazil,South America,21.4,79.8,0.6,11.3,1004.0
132,2025-02-11,Chiang Mai,Thailand,Asia,29.8,65.1,4.9,16.2,1012.1
1870,2025-03-11,Cape Town,South Africa,Africa,20.3,67.6,5.0,18.7,
225,2025-02-14,Tokyo,Japan,Asia,21.6,69.5,6.6,8.1,
63,2025-03-04,Bangkok,Thailand,Asia,33.0,83.8,,19.9,1020.8
102,2025-01-12,Chiang Mai,Thailand,Asia,26.6,60.3,1.5,15.3,1008.0
753,2025-02-02,Berlin,Germany,Europe,13.0,69.9,0.0,19.9,1014.4
1840,2025-02-09,Cape Town,South Africa,Africa,15.7,77.3,7.7,0.1,1010.3
2024,2025-02-13,Auckland,New Zealand,Oceania,18.1,81.6,5.7,10.5,1006.3
1793,2025-03-24,Nairobi,Kenya,Africa,24.1,58.9,5.0,13.6,1017.0
301,2025-01-31,Singapore,Singapore,Asia,32.0,75.6,5.7,15.0,1012.0
1933,2025-02-12,Sydney,Australia,Oceania,20.6,67.3,1.6,16.4,1009.4
261,2025-03-22,Tokyo,Japan,Asia,18.3,67.9,3.3,10.5,1016.2
